,Avg systolic BP,Avg diastolic BP,Avg estimated MAP ,Weight at pw26 ,Height at pw26,Midarm circumference at pw26,Triceps skinfold at pw26,Biceps skinfold at pw26,Subscapular skinfold at pw26,Suprailiac skinfold at pw26,Avg antenatal weight 1st tri ,Avg antenatal weight 2nd tri,Avg antenatal weight 3rd tri ,Last antenatal weight,Sodium  ,Magnesium   ,Phosphorus ,Potassium,Calcium ,Iron ,Ferritin ,Copper,Zinc ,Selenium ,Transferrin receptor ,Myristic,Palmitic acid,Palmitoleic acid,Stearic acid,Oleic acid,cis-Vaccenic acid ,Linoleic acid,Linolenic acid (n-6) ,Linolenic acid (n-3)  ,Arachidic acid ,Gondoic acid ,Eicosadienoic acid  ,DGLA ,Arachidonic ,Behenic acid,ETA ,EPA ,Adrenic acid ,DPA ,DHA,Total FA ,Total n-3,Total n-6 ,SFA ,MUFA ,PUFA ,Triglycerides,Total cholesterol,HDL-cholesterol ,LDL-cholesterol,Flavin mononucleotide,Riboflavin ,N1-methylnicotinamide  ,Nicotinamide,Trigonelline ,Pyridoxal,Pyridoxal 5-phosphate ,Pyridoxic acid,Folate,Vitamin B12,Vitamin D3,Arginine,Asymmetric dimethylarginine ,Creatine,Creatinine ,Homoarginine,Symmetric dimethylarginine,Trimethyllysine ,Cystathionine ,Total Homocysteine ,Total cysteine ,1-Methylhistidine ,3-Methylhistidine ,Histidine ,Methionine ,Methionine sulfoxide ,3-Hydroxyanthranilic acid ,3-Hydroxykynurenine ,Anthranilic acid ,Kynurenic acid ,Kynurenine ,Quinolinic acid ,Tryptophan ,Xanthurenic acid ,Betaine ,Choline ,Dimethylglycine ,Trimethylamineoxide,Fasting glucose,2-hour glucose,Adiponectin,PAI-1,Resistin,MCP-1,FSH,GH,LH,TSH,IGF-I,IGF-II,IGFBP-1,IGFBP-3,IGFBP-7,C-peptide,Leptin,TNF-a,IGFBP-4,Insulin,Aspartate transaminase,C-reactive protein,Alanine transaminase ,Uric acid,Neopterin ,PFBA,PFNA,PFDA,PFUnDA,PFHxS,PFOA,PFBS,PFOS,PSI 1st tri,PSI 2nd tri,PSI 3rd tri ,PSI pregnancy ,PM2.5 1st tri ,PM2.5 2nd tri,PM2.5 3rd tri,PM2.5 pregnancy 
Avg antenatal weight 1st tri ,0.4299532,0.3508955,0.4094952,0.9620239,0.2750746,0.8205814,0.6005481,0.6440638,0.5450218,0.4121083,1,0.9657091,0.9356892,0.9208167,-0.0637968,-0.1713527,-0.0675509,0.0348701,0.0359634,-0.0952222,0.0439287,0.2364707,-0.0111946,-0.1071591,-0.048223,-0.0609528,0.0159681,0.0143264,0.0292666,-0.0166616,-0.0403057,0.0142279,0.0503622,-0.056908,-0.0316269,-0.054329,-0.0381944,0.1781981,0.1148335,0.0093635,0.0365479,-0.0357506,0.0013583,-0.1242927,-0.0044883,0.0256556,-0.0214569,0.0612187,0.0170633,-0.0184567,0.0459079,0.0483333,-0.1895573,-0.2063046,-0.1593333,-0.0170332,-0.0036826,0.0152335,-0.0397015,0.0634071,-0.0092773,0.0234773,0.0485058,-0.0416422,-0.2086065,-0.0493956,0.0330721,0.0775263,-0.0428759,0.1119101,0.02447,0.0569199,-0.0206158,-0.1474106,-0.0017193,0.0929538,0.081851,-0.0285269,-0.1017347,-0.052717,0.0157137,-0.0892245,0.0365623,-0.1210642,0.1610467,0.1037968,0.1283233,-0.136503,0.0064989,-0.0119153,0.1700352,0.1050237,-0.0012454,0.1665819,0.0746845,-0.2839012,-0.1540455,0.0285418,0.1408265,-0.0753415,-0.2043714,-0.0994097,-0.0063696,0.081143,-0.0895556,-0.4157875,-0.0495318,-0.0951062,0.3686729,0.4137848,-0.0116548,-0.3310305,0.4404462,-0.2278638,0.4606618,-0.0573423,0.319502,0.0869438,-0.025662,0.0110838,-0.119153,-0.1422744,0.0819695,-0.0004705,-0.079116,-0.0823033,-0.0391488,0.0404269,-0.0276766,-0.0211379,-0.0522244,-0.0068681,-0.0279791,-0.0328637
Avg antenatal weight 2nd tri,0.4438464,0.3706969,0.4278565,0.9855745,0.3211203,0.8327334,0.613709,0.6443691,0.5641972,0.4564009,0.9657091,1,0.9679105,0.9546613,-0.0326125,-0.1386716,-0.0228246,0.0630751,0.0577027,-0.048829,0.0567464,0.1951847,0.068602,-0.0574584,-0.0481054,-0.0281752,0.0182402,0.0308459,0.0430989,-0.0045063,-0.0242538,0.0183393,0.0331857,-0.0464937,-0.0420746,-0.0493048,-0.0098314,0.1672453,0.0846979,0.0156285,0.0600916,0.0051813,-0.0085991,-0.0725042,0.008707,0.0291041,-0.0025005,0.0542824,0.0227723,-0.005804,0.0450396,0.0739326,-0.1765027,-0.1753553,-0.1628832,-0.0244506,-0.0085297,0.0621618,-0.0030448,0.0325941,0.0070313,0.0426316,0.0524067,-0.0011393,-0.2143017,-0.0059745,0.0273328,0.0889895,-0.0005548,0.0740979,0.0663055,0.0370358,-0.0036979,-0.1690963,-0.0340555,0.0880462,0.0864147,-0.0239813,-0.105914,-0.0459382,-0.0079794,-0.0584062,-0.0012241,-0.0971277,0.1848294,0.0932754,0.117037,-0.0840424,0.0517349,-0.0316254,0.1817923,0.0927697,0.0004252,0.1886104,0.0928939,-0.2613156,-0.1520283,0.0174904,0.1303841,-0.0446136,-0.2237447,-0.0776809,0.0054196,0.1044161,-0.1063099,-0.4602022,-0.0304463,-0.0701207,0.3823934,0.4306317,-0.0043876,-0.3682552,0.4647483,-0.205838,0.3921006,-0.0410272,0.3019274,0.061694,-0.039644,0.0618073,-0.0485609,-0.0949111,0.1017906,0.0503709,-0.0895182,-0.0458416,-0.0346059,0.0145599,-0.0034335,-0.0064927,-0.0590069,-0.0428667,-0.0235446,-0.0548514
Avg antenatal weight 3rd tri ,0.4374187,0.3652334,0.4210011,0.9782928,0.3441564,0.8018242,0.6074811,0.6175087,0.542399,0.4497011,0.9356892,0.9679105,1,0.996174,-0.0423313,-0.1238783,-0.0117507,0.0565801,0.0347618,-0.0752132,0.0452523,0.1705546,0.0295121,-0.0562744,-0.0319435,0.0106748,0.0374838,0.0621753,0.0668661,0.0178071,-0.0138944,0.048339,0.0486761,-0.0128338,-0.0135537,-0.047254,0.0199466,0.1848146,0.0942541,0.0222332,0.0907505,0.0223136,-0.0030611,-0.055355,0.0193295,0.0547815,0.0137515,0.0811569,0.0448598,0.0163797,0.0708708,0.070462,-0.1577633,-0.1401144,-0.1610744,-0.028026,-0.0122419,0.0691712,-0.0034229,0.0250842,-0.0174867,0.0123491,0.0182763,-0.0040194,-0.1949519,-0.0455844,0.0398615,0.0964704,0.0102878,0.0974548,0.0490851,0.03714,0.0330881,-0.1676151,-0.0261106,0.0858795,0.1161843,0.0050103,-0.0752392,-0.0282395,0.0030877,-0.0679495,-0.0055918,-0.1010337,0.1879873,0.0885103,0.1018887,-0.0785865,0.0745363,-0.000596,0.2036954,0.1187789,0.0259319,0.1506902,0.0148653,-0.2585437,-0.1676697,0.0107169,0.1335666,-0.0533649,-0.1932804,-0.0906467,-0.0028033,0.098004,-0.0867046,-0.4439797,-0.0495005,-0.0792667,0.3612337,0.447591,-0.0010788,-0.3597211,0.4656746,-0.2115064,0.3767858,-0.0418118,0.2825642,0.0753937,-0.0364968,0.0669533,-0.047551,-0.0898731,0.0873541,0.0517311,-0.0755055,-0.0372229,-0.0416836,0.0263452,-0.0184066,-0.0200446,-0.0746167,-0.0390527,-0.0311774,-0.0603752
Last antenatal weight,0.4321045,0.3543587,0.4113362,0.9672034,0.3479765,0.7889579,0.5975414,0.6073792,0.5370785,0.4524404,0.9208167,0.9546613,0.996174,1,-0.0580531,-0.1396919,-0.0171636,0.0641648,0.0202899,-0.0679936,0.0471567,0.1574534,0.0267093,-0.0644467,-0.0284001,0.011539,0.0358388,0.0589014,0.0656096,0.014221,-0.0220696,0.0459308,0.0579368,-0.0041269,-0.0247706,-0.0541543,0.0125405,0.1811628,0.0941599,0.0159253,0.0932427,0.0125195,0.0036445,-0.0597304,0.0147843,0.0525906,0.0093931,0.0791723,0.0436729,0.012305,0.0678217,0.0654649,-0.1485162,-0.1297775,-0.1481065,-0.0255735,-0.0074852,0.0659424,-0.0096854,0.0330443,-0.0276989,0.0027225,0.0109392,-0.0002589,-0.1844023,-0.0548892,0.0465125,0.1137606,0.0080494,0.0878781,0.0368668,0.0366244,0.0348328,-0.1736266,-0.034516,0.0807624,0.1213984,0.0059499,-0.0598727,-0.013927,0.0060267,-0.0795041,-0.0161285,-0.1038462,0.1838998,0.0906239,0.0992519,-0.0744355,0.071549,0.0074544,0.2046594,0.123176,0.0135389,0.1449187,-0.000245,-0.2485362,-0.1690965,0.0182193,0.1393589,-0.0501469,-0.1926011,-0.0871189,-0.0026398,0.0899313,-0.0835156,-0.4395488,-0.0438634,-0.0763573,0.3530617,0.4420854,-0.0089614,-0.3557133,0.4478863,-0.1906601,0.3727431,-0.0222273,0.2690555,0.073801,-0.0255302,0.0589754,-0.0517223,-0.0899041,0.0796674,0.0432142,-0.0644707,-0.040939,-0.0438239,0.0353299,-0.025693,-0.0182044,-0.0774119,-0.0369334,-0.0359533,-0.0635125
Sodium  ,0.0314055,0.1348654,0.1045447,-0.0535608,-0.0065978,-0.0403262,-0.1453386,-0.1087249,-0.1642502,0.0244563,-0.0637968,-0.0326125,-0.0423313,-0.0580531,1,0.6560064,0.3957073,-0.0478742,0.5384273,0.0106141,0.0553799,0.234715,0.2850328,0.3254002,0.096021,-0.163677,-0.2528937,-0.1817628,-0.2278999,-0.2264895,-0.2278854,-0.2727333,-0.2596016,-0.2286759,0.0250037,-0.1233768,-0.2092324,-0.2357115,-0.2650724,-0.0565251,-0.1259353,-0.1378553,-0.1545654,-0.1882167,-0.2612881,-0.275787,-0.2494225,-0.2873353,-0.25229,-0.2290587,-0.29352,0.0237967,-0.0836315,-0.0600084,-0.0919766,0.0226103,0.0513333,-0.0005245,0.0829095,0.0154636,-0.0366785,-0.0449387,-0.0764653,0.0762865,-0.0804784,0.0811185,-0.0878628,-0.0565628,-0.0510947,-0.1157453,-0.022207,-0.0016072,-0.0542787,0.0299208,-0.0328639,0.0235242,-0.0503698,-0.012218,-0.0441318,-0.0595617,0.0070502,0.0843705,0.0455168,-0.0300936,-0.0762116,-0.013938,-0.0699168,-0.0026522,-0.0516683,-0.0168122,-0.0585102,-0.0450534,-0.0582767,-0.0422358,0.0092574,0.0877474,0.099953,-0.0213545,-0.1970989,0.1730992,0.0971903,0.0592524,0.0162117,0.0188614,0.0055711,0.0778956,0.264228,0.1866411,-0.0291199,0.0787151,-0.1098583,0.1123465,-0.0217914,-0.1035018,-0.097503,0.0025433,-0.0503023,0.0133,-0.127121,0.0542717,-0.0019387,0.0249015,-0.0005401,-0.0097681,-0.0199847,0.0467701,0.3302137,-0.371082,0.4804628,0.4046994,0.3614927,-0.1540054,0.4448725,0.2587688
Magnesium   ,-0.0801168,0.0054003,-0.0287458,-0.1524879,0.0614068,-0.1423743,-0.1736239,-0.2032467,-0.2044546,-0.0329709,-0.1713527,-0.1386716,-0.1238783,-0.1396919,0.6560064,1,0.3649311,-0.0702937,0.3614184,0.0928705,0.0842938,0.1215577,0.2762053,0.3364859,0.1138139,-0.1148891,-0.178192,-0.1289762,-0.1587904,-0.1411174,-0.1251152,-0.190357,-0.2182218,-0.1419799,0.0165075,-0.0216213,-0.0931014,-0.1876544,-0.2046522,-0.0302245,-0.0515855,-0.0070763,-0.1373388,-0.0681652,-0.1508751,-0.1898389,-0.1333787,-0.2079648,-0.1779683,-0.142429,-0.2052374,0.0026323,0.0267782,0.1556523,-0.047324,-0.0212706,0.0417212,0.0387185,0.1198407,0.0239448,-0.0562422,-0.0781729,-0.0865118,0.1496426,0.0214071,0.0752416,-0.0862223,-0.1228483,0.0317632,-0.0206324,0.1368035,0.0126365,0.0288552,0.0153762,0.0041543,0.0632545,-0.0219013,0.0241124,-0.002545,-0.0681734,-0.1204221,0.0186588,-0.0148842,0.0163316,-0.034613,-0.0675037,-0.1037617,0.0392391,0.0549289,0.0420514,-0.0361292,-0.1008094,-0.0183654,-0.1320205,-0.009731,0.1648894,0.081757,-0.0573467,-0.1963616,0.1090891,0.0955807,-0.0064811,-0.0786563,-0.0239826,0.0941747,0.1602902,0.1880009,0.1706805,-0.0990912,-0.0274658,-0.039442,0.1621928,-0.0891015,-0.0112275,-0.208574,0.0660949,-0.1331094,-0.0149646,-0.0840474,0.1378464,0.129135,0.1300744,0.081977,0.0733686,-0.0098088,0.1073288,0.2066941,-0.2534802,0.335246,0.26248,0.2333577,-0.0931586,0.2866062,0.1694014
Phosphorus ,0.0554047,0.1562843,0.1256896,-0.0253766,-0.0129897,0.012107,-0.0300744,-0.035197,-0.0400246,0.1038323,-0.0675509,-0.0228246,-0.0117507,-0.0171636,0.3957073,0.3649311,1,-0.0265203,0.4936857,0.0475753,0.0445329,0.1803937,0.2329935,0.4836855,0.0263737,0.1516564,0.0928507,0.2159185,0.1205697,0.1615993,0.1213779,0.0421552,-0.0896449,0.0269935,0.080607,0.1080824,0.1180959,0.1204882,0.0383913,0.0784077,0.1876242,0.0786705,-0.0290812,0.1132559,-0.0353953,0.0917359,-0.0023034,0.0545101,0.1013791,0.1655464,0.0462745,0.3514656,0.5413014,0.4803694,0.339538,0.070938,-0.0157972,0.1100013,0.1682374,0.0141428,0.0534214,0.0791224,-0.0103746,0.0920394,-0.1299557,0.1106417,0.0059293,-0.0865616,0.0655655,-0.052589,0.021656,0.0016621,-0.0453878,0.0538239,0.0587434,0.1704395,-0.0384999,0.0436827,0.0375198,-0.0359719,-0.0909979,0.1514499,0.0043673,0.0561907,0.0104564,-0.0474496,-0.0208943,0.0985852,0.1288167,-0.0485597,0.0277653,-0.0524143,0.0062297,-0.082626,0.0682428,0.1638186,0.1144523,-0.0946683,-0.1859703,0.0149995,-0.0128236,0.0197343,0.0568687,0.1391194,0.0272074,0.1049502,0.1951771,0.2198511,-0.0735208,0.0959262,-0.1086323,0.1109187,-0.0849112,-0.060448,-0.0466773,-0.006848,0.0480583,-0.1099729,-0.0957073,0.0906272,0.1518129,0.1820148,0.1207586,-0.0722526,-0.0497233,0.1856447,0.1953937,-0.1984828,0.2911447,0.2647518,0.2459926,-0.0537472,0.2700567,0.1923269
Potassium,0.0254119,-0.0952903,-0.0473627,0.059698,0.0385864,0.0375678,0.1454953,0.1528001,0.1873169,-0.0366872,0.0348701,0.0630751,0.0565801,0.0641648,-0.0478742,-0.0702937,-0.0265203,1,-0.0242917,0.2181402,0.0527162,-0.0591051,0.149781,-0.0396666,-0.1269615,-0.0188482,-0.0483474,0.0052384,-0.0631125,-0.0845511,-0.0905227,-0.0367656,0.0459981,0.0274983,-0.119474,-0.0673704,-0.0621441,-0.019016,-0.0124732,0.0418941,0.0459871,-0.0819919,0.1351313,-0.061638,-0.005155,-0.0448304,-0.0194638,-0.0278652,-0.0530729,-0.0784839,-0.0261081,0.0266523,-0.0486129,-0.0367013,-0.0540721,-0.0446071,-0.0386424,0.1019446,0.0246708,0.0399824,-0.0728906,-0.0288461,-0.0044203,-0.0918327,0.0174346,-0.0209786,-0.0080613,-0.0704363,-0.0289669,0.0108057,-0.0358233,-0.0440136,-0.0328812,-0.0193263,-0.0339737,-0.1754537,0.0289088,-0.0498741,-0.0402037,-0.0154975,0.0023623,-0.0327053,0.0166335,0.0195429,0.0624967,-0.0228497,0.0266107,-0.1786818,0.0505917,-0.0279411,0.0171346,-0.0493423,0.0293514,0.0770794,-0.0136997,-0.1713276,-0.0535732,-0.0837657,0.0851236,-0.0460826,-0.1500775,-0.0325582,-0.0594116,-0.0032722,-0.0889879,-0.1484227,-0.1202096,-0.048255,0.1418104,0.0148426,-0.0227578,-0.1611887,0.0553647,0.0497013,-0.0103201,0.0738443,0.1012744,-0.055609,-0.0086111,-0.1055082,-0.0894028,-0.1058316,-0.0094281,-0.0288482,0.0233027,-0.1067827,0.0742962,0.1158386,-0.110766,0.0406167,-0.0595868,-0.0206862,-0.0796036,-0.0637707
Calcium ,0.1485648,0.3071712,0.2633947,0.0285461,-0.0000752,0.0940494,-0.1296835,-0.0451235,-0.1567136,0.0615536,0.0359634,0.0577027,0.0347618,0.0202899,0.5384273,0.3614184,0.4936857,-0.0242917,1,0.1518406,0.1607089,0.2830805,0.4248079,0.3863261,-0.0391906,-0.0488549,-0.0584842,0.0083686,0.0057436,-0.0372545,-0.0096412,-0.0866678,-0.1715246,-0.1453431,0.1113508,0.0040824,-0.0329938,-0.0018139,-0.0324521,-0.0553841,-0.0443344,-0.0374942,-0.1696751,-0.0290647,-0.1406442,-0.0622038,-0.1185216,-0.0733735,-0.0450816,-0.0309029,-0.084566,0.1211172,-0.0170554,-0.0522981,-0.0251666,0.0775026,0.0661366,0.0082171,0.1689589,0.0128876,0.0898297,0.1198141,0.0834551,0.2019591,-0.0345397,0.1843345,-0.1152769,0.0327137,-0.0043704,-0.1443594,-0.014157,-0.0074657,-0.0514819,-0.038736,-0.0193624,0.15104,-0.0453008,-0.0079721,-0.0522354,-0.0654048,0.0229582,0.0888695,0.020039,0.0303462,0.0439776,0.0604323,-0.0107859,0.0852876,0.0542682,-0.1218574,-0.051603,-0.0587083,-0.0513416,-0.0541826,0.13381,0.0679,0.1489404,-0.0741345,-0.1346847,0.1381857,0.0240829,0.1039194,0.0573784,0.0736952,-0.0095648,0.0146895,0.1974546,0.1912608,-0.0111894,0.0942326,-0.1222855,0.0262642,0.0181019,-0.0494724,0.0148002,0.0461544,0.0957532,-0.0117797,-0.0096758,0.1343505,0.0312493,0.0514055,0.0665312,0.062843,0.0443581,0.0787833,0.1558986,-0.2248585,0.2846393,0.2360624,0.2578327,-0.0023042,0.3031598,0.2319761
Iron ,-0.0273586,-0.0929585,-0.0648399,-0.0699037,0.0547702,-0.0780698,-0.0920013,-0.048906,-0.0701229,-0.0067199,-0.0952222,-0.048829,-0.0752132,-0.0679936,0.0106141,0.0928705,0.0475753,0.2181402,0.1518406,1,0.3164799,-0.1253229,0.2925559,0.1190038,-0.2588672,0.0031216,-0.037722,-0.0033395,0.0010807,-0.0407703,0.0207769,-0.0519576,-0.0775902,-0.0603415,0.0114018,0.0070388,0.0126656,-0.040472,-0.0341518,-0.0495045,0.0266647,0.0807641,-0.0039077,0.1168677,0.0370781,-0.0278362,0.0495502,-0.0429897,-0.0321859,-0.0295492,-0.0209559,0.023367,-0.0021219,0.0550279,-0.0319845,0.1060396,0.1379939,0.0640787,0.0159895,-0.1217618,0.2076508,0.2564642,0.2935096,0.226696,0.1405342,0.2175083,-0.2162259,-0.0256829,0.0535021,-0.0239732,0.1473624,0.0157241,-0.0717771,-0.1517067,-0.1084632,-0.0110351,0.04063,-0.0459561,0.0305071,-0.0638786,-0.0098748,-0.0945944,-0.1932915,0.1292753,0.0694148,-0.0595418,-0.0465308,0.0659433,0.054784,0.0589657,0.1166802,-0.0484038,-0.0399796,-0.118984,0.0817147,0.1188751,0.0642733,-0.0496163,-0.0300442,0.094021,0.0125816,0.0857713,0.0312714,-0.0368234,0.0788984,0.0299388,-0.0642916,-0.0004661,-0.0883468,-0.1197291,-0.0766519,0.0116318,-0.1617484,0.221074,-0.1776148,0.1524838,0.1017715,-0.312527,0.11698,0.11929,0.1061918,0.0927258,0.0666741,0.1628778,0.0872996,0.0022838,-0.0309689,-0.0274843,0.0290738,-0.0017807,0.0063646,0.0092829,0.0652015,0.0162765
Ferritin ,0.0173385,-0.000174,0.0126714,0.046869,0.0295508,0.0395459,0.0545639,0.1129519,0.115038,0.1035931,0.0439287,0.0567464,0.0452523,0.0471567,0.0553799,0.0842938,0.0445329,0.0527162,0.1607089,0.3164799,1,-0.0668101,0.0843918,0.0582085,-0.2267635,-0.0610889,0.0001041,-0.0238339,0.0092381,-0.0373294,0.0052119,-0.0359308,0.000906,-0.0065781,-0.0286218,-0.0568974,0.0122487,0.0429314,0.0354988,0.0227051,0.0357149,0.0508056,0.030314,0.0486772,0.0528258,-0.0024163,0.0458193,-0.008366,0.0019393,-0.0321601,-0.002285,0.0277048,-0.058902,0.0486369,-0.0967018,0.0646664,0.0992444,-0.0486823,-0.1220037,-0.0702628,0.2415274,0.2849503,0.332091,0.1671298,0.1640505,0.2772071,-0.1259471,0.049934,0.0425946,-0.0432281,0.0185547,-0.0196558,-0.0231581,-0.2012213,-0.2109562,0.0040814,0.0942777,0.0828298,-0.0698426,-0.1335469,0.0645928,-0.1071514,-0.1551112,0.0109024,0.0422005,-0.0609028,-0.0284585,-0.0451042,-0.0045428,0.1540997,0.1173318,0.0103487,-0.0381934,-0.0399083,0.099212,-0.0772038,-0.0468066,-0.0290385,0.0223732,0.0079394,-0.0987074,0.1199141,0.0829972,0.032932,0.0119976,-0.0904238,-0.0579496,0.0412712,0.0486053,-0.0373092,-0.0159648,-0.1290725,0.0799106,0.102232,0.0899909,0.1448988,0.0439507,-0.0637153,-0.028634,0.0174107,-0.0338272,-0.012524,0.1263056,0.0854826,-0.0959999,-0.0463825,0.0462246,-0.0183902,0.0264364,0.0451018,0.0091459,-0.0284816,0.0287404,0.0022027
Copper,0.1446763,0.221744,0.2092452,0.1853308,-0.139165,0.2713073,0.1572576,0.1898152,0.0394237,0.0904077,0.2364707,0.1951847,0.1705546,0.1574534,0.234715,0.1215577,0.1803937,-0.0591051,0.2830805,-0.1253229,-0.0668101,1,0.0844328,0.112629,0.0869713,-0.039154,-0.0695183,0.0160307,-0.0216244,-0.0406742,-0.036745,-0.0806996,-0.0508647,-0.1346748,0.0914557,-0.029082,-0.0490502,0.1172135,0.0245902,0.0303241,-0.0619864,-0.1077213,-0.0936825,-0.1418841,-0.1111006,-0.0552506,-0.1224803,-0.0340064,-0.0575336,-0.0364968,-0.0563215,0.0407152,0.0505005,-0.0460202,0.0629785,0.0055247,0.0228705,-0.121735,-0.0052363,0.1489705,-0.0413969,-0.0714382,-0.0081953,-0.0108177,-0.0483102,-0.0334071,0.023938,-0.0265265,-0.0785554,0.0243754,-0.1112283,0.0711952,-0.0784029,0.0039087,0.0818338,0.1904042,-0.0476315,-0.1001306,-0.1228247,-0.1060523,-0.105324,-0.0100586,0.1680932,-0.0362996,0.0292112,0.0409286,0.0362813,-0.2182839,-0.0618235,0.0523096,0.0302402,0.0190231,-0.0008367,-0.0755392,0.0210685,0.0209351,0.0950054,-0.0013659,-0.0029058,0.026213,-0.0472692,-0.0727618,0.0587169,-0.0647996,-0.0918619,0.1025539,0.1905092,0.0739309,0.0709541,0.1900813,-0.0127834,0.1308245,0.0945349,-0.1333932,0.4540467,-0.0524559,0.136602,0.0219109,-0.0275183,-0.0736812,-0.1620633,-0.1141318,-0.0717264,-0.0994861,-0.0457599,-0.0566874,0.1113454,-0.1326747,0.1367214,0.1482813,0.1691319,0.0005855,0.1653543,0.1522027
Zinc ,0.0724172,0.1324223,0.1151055,0.032676,0.0602914,0.0802777,-0.0723584,-0.0710237,-0.049247,0.0028743,-0.0111946,0.068602,0.0295121,0.0267093,0.2850328,0.2762053,0.2329935,0.149781,0.4248079,0.2925559,0.0843918,0.0844328,1,0.299796,-0.0863223,0.0690299,0.0315104,0.0886941,0.086549,0.0767695,0.1240437,0.012783,-0.0969292,-0.0270631,0.1231867,0.1239275,0.1038313,0.065841,0.0335099,-0.0304213,0.0560107,0.1448002,-0.181127,0.1355912,0.0104199,0.0462078,0.0445348,0.0232404,0.045515,0.0884423,0.03225,0.0504248,-0.0131147,0.0862882,-0.0540274,0.0465735,0.0329206,0.1348331,0.140705,-0.0701426,0.0167421,0.0764307,0.060131,0.2138099,0.0700221,0.2042332,-0.1094189,0.0290518,0.1178621,-0.0941365,0.2115337,-0.0159319,-0.0635873,-0.0725729,-0.0251346,0.1124889,-0.0181663,-0.0313467,-0.1074842,-0.0382969,-0.121621,0.0899895,-0.0250213,0.049835,0.1350803,-0.0624046,-0.020224,0.1229338,0.1848947,0.0132934,0.1188262,-0.0671568,-0.0431073,-0.1015808,0.0753187,0.1199272,0.1322748,-0.0394713,-0.137356,0.0594624,0.0589122,0.0425348,0.0339144,0.0694462,0.0030707,-0.0128652,0.1634422,0.1092035,-0.0536997,-0.0285199,-0.1725378,0.042127,-0.0732306,0.0236575,-0.0909106,0.0817805,0.0964087,-0.1564413,-0.0188577,0.1602437,0.1141367,0.1286847,0.1100747,0.1004195,-0.0755281,0.0817297,-0.0307588,-0.0638317,0.1000177,0.0224849,0.1140768,0.0859177,0.1143612,0.1383534
Selenium ,-0.0200295,0.0726074,0.040618,-0.0734197,0.0378081,-0.0658442,-0.1182488,-0.1579455,-0.0775054,0.0161631,-0.1071591,-0.0574584,-0.0562744,-0.0644467,0.3254002,0.3364859,0.4836855,-0.0396666,0.3863261,0.1190038,0.0582085,0.112629,0.299796,1,0.009026,0.0688575,0.0144818,0.1493208,-0.0105296,0.0537438,0.0844001,-0.0687279,-0.1701043,-0.0517652,0.0454111,0.0610585,0.0120845,-0.0387467,-0.0367531,0.0397094,0.1449855,0.2375909,-0.1136499,0.1466978,0.0222499,-0.0013718,0.0638872,-0.0652869,0.0080235,0.0643038,-0.0369168,0.1297756,0.1464713,0.255362,0.0353409,0.0574111,-0.0024675,0.1060855,0.1392488,-0.1256608,-0.0167772,0.0204817,-0.0728163,0.0756026,0.0608316,0.1478559,0.0348038,-0.0984399,0.2941013,-0.0962163,0.1507298,-0.0394907,0.0664309,0.0201661,0.0610788,0.1708014,0.0102387,0.0858543,0.0398894,-0.0494839,-0.1437877,0.08792,-0.1203566,0.0774376,0.0378233,-0.1147658,-0.0581891,0.1005412,0.1999667,-0.2540074,-0.0118745,-0.1682252,0.1451029,-0.0688791,0.0700547,0.1747744,0.081365,-0.0614713,-0.2209266,0.0150613,0.0531133,-0.005935,-0.0197405,0.1291169,0.1668432,0.1035012,0.1309075,0.2040269,-0.0286627,-0.058764,-0.0984045,0.1271428,-0.0549214,-0.0440702,-0.1382859,-0.0071384,0.1048343,-0.1683692,-0.0304372,0.1999411,0.2200157,0.3581501,0.1569495,-0.0270621,-0.0290795,0.2657669,0.19344,-0.1506835,0.2065776,0.232395,0.2725224,0.0071148,0.2349758,0.2138543
